value	cluster_id
1,0,2,1,1,-2,0	31
1,0,2,1,1,-2,1	52
1,0,2,1,1,-2,2	52
1,0,2,1,1,-1,-2	31
1,0,2,1,1,-1,-1	31
1,0,2,1,1,-1,0	31
1,0,2,1,1,-1,1	52
1,0,2,1,1,-1,2	23
1,0,2,1,1,0,-2	84
1,0,2,1,1,0,-1	31
1,0,2,1,1,0,0	31
1,0,2,1,1,0,1	52
1,0,2,1,1,0,2	23
1,0,2,1,1,1,-2	84
1,0,2,1,1,1,-1	100
1,0,2,1,1,1,0	100
1,0,2,1,1,1,1	52
1,0,2,1,1,1,2	23
1,0,2,1,1,2,-2	84
1,0,2,1,1,2,-1	37
1,0,2,1,1,2,0	124
1,0,2,1,1,2,1	124
1,0,2,1,1,2,2	23
1,0,2,1,2,-2,-2	58
1,0,2,1,2,-2,-1	58
1,0,2,1,2,-2,0	58
1,0,2,1,2,-2,1	58
1,0,2,1,2,-2,2	23
1,0,2,1,2,-1,-2	58
1,0,2,1,2,-1,-1	58
1,0,2,1,2,-1,0	58
1,0,2,1,2,-1,1	23
1,0,2,1,2,-1,2	23
1,0,2,1,2,0,-2	58
1,0,2,1,2,0,-1	58
1,0,2,1,2,0,0	58
1,0,2,1,2,0,1	23
1,0,2,1,2,0,2	23
1,0,2,1,2,1,-2	100
1,0,2,1,2,1,-1	100
1,0,2,1,2,1,0	100
1,0,2,1,2,1,1	23
1,0,2,1,2,1,2	23
1,0,2,1,2,2,-2	100
1,0,2,1,2,2,-1	100
1,0,2,1,2,2,0	100
1,0,2,1,2,2,1	23
1,0,2,1,2,2,2	23
1,0,2,2,-2,-2,-2	91
1,0,2,2,-2,-2,-1	120
1,0,2,2,-2,-2,0	120
1,0,2,2,-2,-2,1	120
1,0,2,2,-2,-2,2	120
1,0,2,2,-2,-1,-2	120
1,0,2,2,-2,-1,-1	120
1,0,2,2,-2,-1,0	120
1,0,2,2,-2,-1,1	120
1,0,2,2,-2,-1,2	120
1,0,2,2,-2,0,-2	120
1,0,2,2,-2,0,-1	120
1,0,2,2,-2,0,0	120
1,0,2,2,-2,0,1	120
1,0,2,2,-2,0,2	120
1,0,2,2,-2,1,-2	61
1,0,2,2,-2,1,-1	120
1,0,2,2,-2,1,0	120
1,0,2,2,-2,1,1	86
1,0,2,2,-2,1,2	86
1,0,2,2,-2,2,-2	7
1,0,2,2,-2,2,-1	118
1,0,2,2,-2,2,0	118
1,0,2,2,-2,2,1	118
1,0,2,2,-2,2,2	118
1,0,2,2,-1,-2,-2	91
1,0,2,2,-1,-2,-1	31
1,0,2,2,-1,-2,0	120
1,0,2,2,-1,-2,1	52
1,0,2,2,-1,-2,2	52
1,0,2,2,-1,-1,-2	31
1,0,2,2,-1,-1,-1	31
1,0,2,2,-1,-1,0	120
1,0,2,2,-1,-1,1	52
1,0,2,2,-1,-1,2	52
1,0,2,2,-1,0,-2	61
1,0,2,2,-1,0,-1	31
1,0,2,2,-1,0,0	120
1,0,2,2,-1,0,1	52
1,0,2,2,-1,0,2	34
1,0,2,2,-1,1,-2	61
1,0,2,2,-1,1,-1	31
1,0,2,2,-1,1,0	118
1,0,2,2,-1,1,1	118
1,0,2,2,-1,1,2	92
1,0,2,2,-1,2,-2	7
1,0,2,2,-1,2,-1	118
1,0,2,2,-1,2,0	118
1,0,2,2,-1,2,1	118
1,0,2,2,-1,2,2	118
1,0,2,2,0,-2,-2	91
1,0,2,2,0,-2,-1	31
1,0,2,2,0,-2,0	31
1,0,2,2,0,-2,1	52
1,0,2,2,0,-2,2	52
1,0,2,2,0,-1,-2	31
1,0,2,2,0,-1,-1	31
1,0,2,2,0,-1,0	31
1,0,2,2,0,-1,1	52
1,0,2,2,0,-1,2	52
1,0,2,2,0,0,-2	61
1,0,2,2,0,0,-1	31
1,0,2,2,0,0,0	31
1,0,2,2,0,0,1	52
1,0,2,2,0,0,2	52
1,0,2,2,0,1,-2	61
1,0,2,2,0,1,-1	31
1,0,2,2,0,1,0	118
1,0,2,2,0,1,1	118
1,0,2,2,0,1,2	92
1,0,2,2,0,2,-2	29
1,0,2,2,0,2,-1	118
1,0,2,2,0,2,0	118
1,0,2,2,0,2,1	118
1,0,2,2,0,2,2	118
1,0,2,2,1,-2,-2	75
1,0,2,2,1,-2,-1	75
1,0,2,2,1,-2,0	75
1,0,2,2,1,-2,1	52
1,0,2,2,1,-2,2	111
1,0,2,2,1,-1,-2	31
1,0,2,2,1,-1,-1	31
1,0,2,2,1,-1,0	31
1,0,2,2,1,-1,1	52
1,0,2,2,1,-1,2	52
1,0,2,2,1,0,-2	84
1,0,2,2,1,0,-1	31
1,0,2,2,1,0,0	31
1,0,2,2,1,0,1	52
1,0,2,2,1,0,2	23
1,0,2,2,1,1,-2	84
1,0,2,2,1,1,-1	84
1,0,2,2,1,1,0	17
1,0,2,2,1,1,1	118
1,0,2,2,1,1,2	23
1,0,2,2,1,2,-2	29
1,0,2,2,1,2,-1	29
1,0,2,2,1,2,0	118
1,0,2,2,1,2,1	118
1,0,2,2,1,2,2	118
1,0,2,2,2,-2,-2	58
1,0,2,2,2,-2,-1	58
1,0,2,2,2,-2,0	58
1,0,2,2,2,-2,1	111
1,0,2,2,2,-2,2	111
1,0,2,2,2,-1,-2	58
1,0,2,2,2,-1,-1	58
1,0,2,2,2,-1,0	58
1,0,2,2,2,-1,1	58
1,0,2,2,2,-1,2	23
1,0,2,2,2,0,-2	58
1,0,2,2,2,0,-1	58
1,0,2,2,2,0,0	58
1,0,2,2,2,0,1	23
1,0,2,2,2,0,2	23
1,0,2,2,2,1,-2	84
1,0,2,2,2,1,-1	100
1,0,2,2,2,1,0	17
1,0,2,2,2,1,1	17
1,0,2,2,2,1,2	23
1,0,2,2,2,2,-2	29
1,0,2,2,2,2,-1	100
1,0,2,2,2,2,0	17
1,0,2,2,2,2,1	118
1,0,2,2,2,2,2	23
1,1,-2,-2,-2,-2,-2	16
1,1,-2,-2,-2,-2,-1	16
1,1,-2,-2,-2,-2,0	50
1,1,-2,-2,-2,-2,1	50
1,1,-2,-2,-2,-2,2	50
1,1,-2,-2,-2,-1,-2	35
1,1,-2,-2,-2,-1,-1	85
1,1,-2,-2,-2,-1,0	85
1,1,-2,-2,-2,-1,1	98
1,1,-2,-2,-2,-1,2	98
1,1,-2,-2,-2,0,-2	35
1,1,-2,-2,-2,0,-1	85
1,1,-2,-2,-2,0,0	85
1,1,-2,-2,-2,0,1	98
1,1,-2,-2,-2,0,2	98
1,1,-2,-2,-2,1,-2	35
1,1,-2,-2,-2,1,-1	26
1,1,-2,-2,-2,1,0	26
1,1,-2,-2,-2,1,1	98
1,1,-2,-2,-2,1,2	14
1,1,-2,-2,-2,2,-2	35
1,1,-2,-2,-2,2,-1	26
1,1,-2,-2,-2,2,0	26
1,1,-2,-2,-2,2,1	14
1,1,-2,-2,-2,2,2	14
1,1,-2,-2,-1,-2,-2	16
1,1,-2,-2,-1,-2,-1	22
1,1,-2,-2,-1,-2,0	50
1,1,-2,-2,-1,-2,1	70
1,1,-2,-2,-1,-2,2	70
1,1,-2,-2,-1,-1,-2	35
1,1,-2,-2,-1,-1,-1	54
1,1,-2,-2,-1,-1,0	54
1,1,-2,-2,-1,-1,1	89
1,1,-2,-2,-1,-1,2	89
1,1,-2,-2,-1,0,-2	35
1,1,-2,-2,-1,0,-1	85
1,1,-2,-2,-1,0,0	85
1,1,-2,-2,-1,0,1	98
1,1,-2,-2,-1,0,2	14
1,1,-2,-2,-1,1,-2	35
1,1,-2,-2,-1,1,-1	26
1,1,-2,-2,-1,1,0	26
1,1,-2,-2,-1,1,1	14
1,1,-2,-2,-1,1,2	14
1,1,-2,-2,-1,2,-2	35
1,1,-2,-2,-1,2,-1	26
1,1,-2,-2,-1,2,0	95
1,1,-2,-2,-1,2,1	14
1,1,-2,-2,-1,2,2	14
1,1,-2,-2,0,-2,-2	16
1,1,-2,-2,0,-2,-1	54
1,1,-2,-2,0,-2,0	70
1,1,-2,-2,0,-2,1	70
1,1,-2,-2,0,-2,2	70
1,1,-2,-2,0,-1,-2	54
1,1,-2,-2,0,-1,-1	54
1,1,-2,-2,0,-1,0	54
1,1,-2,-2,0,-1,1	89
1,1,-2,-2,0,-1,2	89
1,1,-2,-2,0,0,-2	35
1,1,-2,-2,0,0,-1	54
1,1,-2,-2,0,0,0	54
1,1,-2,-2,0,0,1	89
1,1,-2,-2,0,0,2	89
1,1,-2,-2,0,1,-2	35
1,1,-2,-2,0,1,-1	54
1,1,-2,-2,0,1,0	87
1,1,-2,-2,0,1,1	87
1,1,-2,-2,0,1,2	14
1,1,-2,-2,0,2,-2	8
1,1,-2,-2,0,2,-1	95
1,1,-2,-2,0,2,0	95
1,1,-2,-2,0,2,1	95
1,1,-2,-2,0,2,2	14
1,1,-2,-2,1,-2,-2	54
1,1,-2,-2,1,-2,-1	54
1,1,-2,-2,1,-2,0	21
1,1,-2,-2,1,-2,1	89
1,1,-2,-2,1,-2,2	89
1,1,-2,-2,1,-1,-2	54
1,1,-2,-2,1,-1,-1	54
1,1,-2,-2,1,-1,0	21
1,1,-2,-2,1,-1,1	89
1,1,-2,-2,1,-1,2	89
1,1,-2,-2,1,0,-2	97
1,1,-2,-2,1,0,-1	54
1,1,-2,-2,1,0,0	21
1,1,-2,-2,1,0,1	89
1,1,-2,-2,1,0,2	89
1,1,-2,-2,1,1,-2	8
1,1,-2,-2,1,1,-1	95
1,1,-2,-2,1,1,0	95
1,1,-2,-2,1,1,1	89
1,1,-2,-2,1,1,2	14
1,1,-2,-2,1,2,-2	8
1,1,-2,-2,1,2,-1	95
1,1,-2,-2,1,2,0	95
1,1,-2,-2,1,2,1	95
1,1,-2,-2,1,2,2	14
1,1,-2,-2,2,-2,-2	48
1,1,-2,-2,2,-2,-1	48
1,1,-2,-2,2,-2,0	48
1,1,-2,-2,2,-2,1	89
1,1,-2,-2,2,-2,2	89
1,1,-2,-2,2,-1,-2	97
1,1,-2,-2,2,-1,-1	21
1,1,-2,-2,2,-1,0	21
1,1,-2,-2,2,-1,1	89
1,1,-2,-2,2,-1,2	89
1,1,-2,-2,2,0,-2	97
1,1,-2,-2,2,0,-1	97
1,1,-2,-2,2,0,0	55
1,1,-2,-2,2,0,1	89
1,1,-2,-2,2,0,2	56
1,1,-2,-2,2,1,-2	8
1,1,-2,-2,2,1,-1	8
1,1,-2,-2,2,1,0	8
1,1,-2,-2,2,1,1	32
1,1,-2,-2,2,1,2	56
1,1,-2,-2,2,2,-2	8
1,1,-2,-2,2,2,-1	8
1,1,-2,-2,2,2,0	8
1,1,-2,-2,2,2,1	95
1,1,-2,-2,2,2,2	30
1,1,-2,-1,-2,-2,-2	16
1,1,-2,-1,-2,-2,-1	50
1,1,-2,-1,-2,-2,0	50
1,1,-2,-1,-2,-2,1	50
1,1,-2,-1,-2,-2,2	50
1,1,-2,-1,-2,-1,-2	35
1,1,-2,-1,-2,-1,-1	35
1,1,-2,-1,-2,-1,0	98
1,1,-2,-1,-2,-1,1	98
1,1,-2,-1,-2,-1,2	98
1,1,-2,-1,-2,0,-2	35
1,1,-2,-1,-2,0,-1	35
1,1,-2,-1,-2,0,0	98
1,1,-2,-1,-2,0,1	98
1,1,-2,-1,-2,0,2	98
1,1,-2,-1,-2,1,-2	35
1,1,-2,-1,-2,1,-1	35
1,1,-2,-1,-2,1,0	35
1,1,-2,-1,-2,1,1	98
1,1,-2,-1,-2,1,2	14
1,1,-2,-1,-2,2,-2	35
1,1,-2,-1,-2,2,-1	35
1,1,-2,-1,-2,2,0	35
1,1,-2,-1,-2,2,1	14
1,1,-2,-1,-2,2,2	14
1,1,-2,-1,-1,-2,-2	57
1,1,-2,-1,-1,-2,-1	70
1,1,-2,-1,-1,-2,0	70
1,1,-2,-1,-1,-2,1	70
1,1,-2,-1,-1,-2,2	70
1,1,-2,-1,-1,-1,-2	35
1,1,-2,-1,-1,-1,-1	33
1,1,-2,-1,-1,-1,0	21
1,1,-2,-1,-1,-1,1	70
1,1,-2,-1,-1,-1,2	70
1,1,-2,-1,-1,0,-2	35
1,1,-2,-1,-1,0,-1	35
1,1,-2,-1,-1,0,0	98
1,1,-2,-1,-1,0,1	98
1,1,-2,-1,-1,0,2	14
1,1,-2,-1,-1,1,-2	35
1,1,-2,-1,-1,1,-1	35
1,1,-2,-1,-1,1,0	87
1,1,-2,-1,-1,1,1	14
1,1,-2,-1,-1,1,2	14
1,1,-2,-1,-1,2,-2	35
1,1,-2,-1,-1,2,-1	35
1,1,-2,-1,-1,2,0	14
1,1,-2,-1,-1,2,1	14
1,1,-2,-1,-1,2,2	14
1,1,-2,-1,0,-2,-2	70
1,1,-2,-1,0,-2,-1	70
1,1,-2,-1,0,-2,0	70
1,1,-2,-1,0,-2,1	70
1,1,-2,-1,0,-2,2	70
1,1,-2,-1,0,-1,-2	35
1,1,-2,-1,0,-1,-1	21
1,1,-2,-1,0,-1,0	21
1,1,-2,-1,0,-1,1	70
1,1,-2,-1,0,-1,2	70
1,1,-2,-1,0,0,-2	35
1,1,-2,-1,0,0,-1	87
1,1,-2,-1,0,0,0	87
1,1,-2,-1,0,0,1	70
1,1,-2,-1,0,0,2	14
1,1,-2,-1,0,1,-2	35
1,1,-2,-1,0,1,-1	87
1,1,-2,-1,0,1,0	87
1,1,-2,-1,0,1,1	87
1,1,-2,-1,0,1,2	14
1,1,-2,-1,0,2,-2	35
1,1,-2,-1,0,2,-1	87
1,1,-2,-1,0,2,0	87
1,1,-2,-1,0,2,1	14
1,1,-2,-1,0,2,2	14
1,1,-2,-1,1,-2,-2	21
1,1,-2,-1,1,-2,-1	70
1,1,-2,-1,1,-2,0	70
1,1,-2,-1,1,-2,1	70
1,1,-2,-1,1,-2,2	70
1,1,-2,-1,1,-1,-2	93
1,1,-2,-1,1,-1,-1	21
1,1,-2,-1,1,-1,0	21
1,1,-2,-1,1,-1,1	21
1,1,-2,-1,1,-1,2	21
1,1,-2,-1,1,0,-2	93
1,1,-2,-1,1,0,-1	21
1,1,-2,-1,1,0,0	21
1,1,-2,-1,1,0,1	21
1,1,-2,-1,1,0,2	14
1,1,-2,-1,1,1,-2	35
1,1,-2,-1,1,1,-1	87
1,1,-2,-1,1,1,0	87
1,1,-2,-1,1,1,1	87
1,1,-2,-1,1,1,2	14
1,1,-2,-1,1,2,-2	96
1,1,-2,-1,1,2,-1	95
1,1,-2,-1,1,2,0	95
1,1,-2,-1,1,2,1	14
1,1,-2,-1,1,2,2	14
1,1,-2,-1,2,-2,-2	21
1,1,-2,-1,2,-2,-1	21
1,1,-2,-1,2,-2,0	21
1,1,-2,-1,2,-2,1	70
1,1,-2,-1,2,-2,2	70
1,1,-2,-1,2,-1,-2	55
1,1,-2,-1,2,-1,-1	55
1,1,-2,-1,2,-1,0	55
1,1,-2,-1,2,-1,1	55
1,1,-2,-1,2,-1,2	55
1,1,-2,-1,2,0,-2	55
1,1,-2,-1,2,0,-1	55
1,1,-2,-1,2,0,0	55
1,1,-2,-1,2,0,1	55
1,1,-2,-1,2,0,2	55
1,1,-2,-1,2,1,-2	8
1,1,-2,-1,2,1,-1	55
1,1,-2,-1,2,1,0	55
1,1,-2,-1,2,1,1	55
1,1,-2,-1,2,1,2	30
1,1,-2,-1,2,2,-2	8
1,1,-2,-1,2,2,-1	8
1,1,-2,-1,2,2,0	55
1,1,-2,-1,2,2,1	30
1,1,-2,-1,2,2,2	30
1,1,-2,0,-2,-2,-2	57
1,1,-2,0,-2,-2,-1	50
1,1,-2,0,-2,-2,0	50
1,1,-2,0,-2,-2,1	70
1,1,-2,0,-2,-2,2	70
1,1,-2,0,-2,-1,-2	35
1,1,-2,0,-2,-1,-1	98
1,1,-2,0,-2,-1,0	98
1,1,-2,0,-2,-1,1	98
1,1,-2,0,-2,-1,2	98
1,1,-2,0,-2,0,-2	35
1,1,-2,0,-2,0,-1	98
1,1,-2,0,-2,0,0	98
1,1,-2,0,-2,0,1	98
1,1,-2,0,-2,0,2	98
1,1,-2,0,-2,1,-2	35
1,1,-2,0,-2,1,-1	35
1,1,-2,0,-2,1,0	98
1,1,-2,0,-2,1,1	98
1,1,-2,0,-2,1,2	98
1,1,-2,0,-2,2,-2	35
1,1,-2,0,-2,2,-1	35
1,1,-2,0,-2,2,0	98
1,1,-2,0,-2,2,1	98
1,1,-2,0,-2,2,2	14
1,1,-2,0,-1,-2,-2	57
1,1,-2,0,-1,-2,-1	70
1,1,-2,0,-1,-2,0	70
1,1,-2,0,-1,-2,1	70
1,1,-2,0,-1,-2,2	70
1,1,-2,0,-1,-1,-2	33
1,1,-2,0,-1,-1,-1	33
1,1,-2,0,-1,-1,0	70
1,1,-2,0,-1,-1,1	70
1,1,-2,0,-1,-1,2	70
1,1,-2,0,-1,0,-2	35
1,1,-2,0,-1,0,-1	33
1,1,-2,0,-1,0,0	98
1,1,-2,0,-1,0,1	98
1,1,-2,0,-1,0,2	98
1,1,-2,0,-1,1,-2	35
1,1,-2,0,-1,1,-1	35
1,1,-2,0,-1,1,0	98
1,1,-2,0,-1,1,1	98
1,1,-2,0,-1,1,2	14
1,1,-2,0,-1,2,-2	35
1,1,-2,0,-1,2,-1	35
1,1,-2,0,-1,2,0	14
1,1,-2,0,-1,2,1	14
1,1,-2,0,-1,2,2	14
1,1,-2,0,0,-2,-2	70
1,1,-2,0,0,-2,-1	70
1,1,-2,0,0,-2,0	70
1,1,-2,0,0,-2,1	70
1,1,-2,0,0,-2,2	70
1,1,-2,0,0,-1,-2	93
1,1,-2,0,0,-1,-1	70
1,1,-2,0,0,-1,0	70
1,1,-2,0,0,-1,1	70
1,1,-2,0,0,-1,2	70
1,1,-2,0,0,0,-2	93
1,1,-2,0,0,0,-1	1
1,1,-2,0,0,0,0	1
1,1,-2,0,0,0,1	70
1,1,-2,0,0,0,2	70
1,1,-2,0,0,1,-2	35
1,1,-2,0,0,1,-1	28
1,1,-2,0,0,1,0	28
1,1,-2,0,0,1,1	28
1,1,-2,0,0,1,2	28
1,1,-2,0,0,2,-2	96
1,1,-2,0,0,2,-1	96
1,1,-2,0,0,2,0	51
1,1,-2,0,0,2,1	28
1,1,-2,0,0,2,2	14
1,1,-2,0,1,-2,-2	70
1,1,-2,0,1,-2,-1	70
1,1,-2,0,1,-2,0	70
1,1,-2,0,1,-2,1	70
1,1,-2,0,1,-2,2	70
1,1,-2,0,1,-1,-2	93
1,1,-2,0,1,-1,-1	21
1,1,-2,0,1,-1,0	21
1,1,-2,0,1,-1,1	70
1,1,-2,0,1,-1,2	70
1,1,-2,0,1,0,-2	93
1,1,-2,0,1,0,-1	55
1,1,-2,0,1,0,0	55
1,1,-2,0,1,0,1	55
1,1,-2,0,1,0,2	55
1,1,-2,0,1,1,-2	93
1,1,-2,0,1,1,-1	55
1,1,-2,0,1,1,0	55
1,1,-2,0,1,1,1	28
1,1,-2,0,1,1,2	112
1,1,-2,0,1,2,-2	96
1,1,-2,0,1,2,-1	96
1,1,-2,0,1,2,0	51
1,1,-2,0,1,2,1	112
1,1,-2,0,1,2,2	112
1,1,-2,0,2,-2,-2	55
1,1,-2,0,2,-2,-1	55
1,1,-2,0,2,-2,0	55
1,1,-2,0,2,-2,1	70
1,1,-2,0,2,-2,2	70
1,1,-2,0,2,-1,-2	55
1,1,-2,0,2,-1,-1	55
1,1,-2,0,2,-1,0	55
1,1,-2,0,2,-1,1	55
1,1,-2,0,2,-1,2	55
1,1,-2,0,2,0,-2	55
1,1,-2,0,2,0,-1	55
1,1,-2,0,2,0,0	55
1,1,-2,0,2,0,1	55
1,1,-2,0,2,0,2	55
1,1,-2,0,2,1,-2	55
1,1,-2,0,2,1,-1	55
1,1,-2,0,2,1,0	55
1,1,-2,0,2,1,1	55
1,1,-2,0,2,1,2	55
1,1,-2,0,2,2,-2	8
1,1,-2,0,2,2,-1	55
1,1,-2,0,2,2,0	55
1,1,-2,0,2,2,1	55
1,1,-2,0,2,2,2	112
1,1,-2,1,-2,-2,-2	57
1,1,-2,1,-2,-2,-1	70
1,1,-2,1,-2,-2,0	70
1,1,-2,1,-2,-2,1	70
1,1,-2,1,-2,-2,2	70
1,1,-2,1,-2,-1,-2	35
1,1,-2,1,-2,-1,-1	98
1,1,-2,1,-2,-1,0	98
1,1,-2,1,-2,-1,1	98
1,1,-2,1,-2,-1,2	98
1,1,-2,1,-2,0,-2	35
1,1,-2,1,-2,0,-1	98
1,1,-2,1,-2,0,0	98
1,1,-2,1,-2,0,1	98
1,1,-2,1,-2,0,2	98
1,1,-2,1,-2,1,-2	35
1,1,-2,1,-2,1,-1	9
1,1,-2,1,-2,1,0	9
1,1,-2,1,-2,1,1	9
1,1,-2,1,-2,1,2	9
1,1,-2,1,-2,2,-2	35
1,1,-2,1,-2,2,-1	13
1,1,-2,1,-2,2,0	9
1,1,-2,1,-2,2,1	9
1,1,-2,1,-2,2,2	9
1,1,-2,1,-1,-2,-2	70
1,1,-2,1,-1,-2,-1	70
1,1,-2,1,-1,-2,0	70
1,1,-2,1,-1,-2,1	70
1,1,-2,1,-1,-2,2	70
1,1,-2,1,-1,-1,-2	103
1,1,-2,1,-1,-1,-1	103
1,1,-2,1,-1,-1,0	70
1,1,-2,1,-1,-1,1	70
1,1,-2,1,-1,-1,2	70
1,1,-2,1,-1,0,-2	35
1,1,-2,1,-1,0,-1	103
1,1,-2,1,-1,0,0	70
1,1,-2,1,-1,0,1	70
1,1,-2,1,-1,0,2	70
1,1,-2,1,-1,1,-2	35
1,1,-2,1,-1,1,-1	28
1,1,-2,1,-1,1,0	28
1,1,-2,1,-1,1,1	28
1,1,-2,1,-1,1,2	28
1,1,-2,1,-1,2,-2	35
1,1,-2,1,-1,2,-1	13
1,1,-2,1,-1,2,0	28
1,1,-2,1,-1,2,1	28
1,1,-2,1,-1,2,2	14
1,1,-2,1,0,-2,-2	70
1,1,-2,1,0,-2,-1	70
1,1,-2,1,0,-2,0	70
1,1,-2,1,0,-2,1	70
1,1,-2,1,0,-2,2	70
1,1,-2,1,0,-1,-2	70
1,1,-2,1,0,-1,-1	70
1,1,-2,1,0,-1,0	70
1,1,-2,1,0,-1,1	70
1,1,-2,1,0,-1,2	70
1,1,-2,1,0,0,-2	109
1,1,-2,1,0,0,-1	55
1,1,-2,1,0,0,0	55
1,1,-2,1,0,0,1	70
1,1,-2,1,0,0,2	70
1,1,-2,1,0,1,-2	35
1,1,-2,1,0,1,-1	28
1,1,-2,1,0,1,0	28
1,1,-2,1,0,1,1	28
1,1,-2,1,0,1,2	28
1,1,-2,1,0,2,-2	96
1,1,-2,1,0,2,-1	28
1,1,-2,1,0,2,0	28
1,1,-2,1,0,2,1	28
1,1,-2,1,0,2,2	112
1,1,-2,1,1,-2,-2	94
1,1,-2,1,1,-2,-1	70
1,1,-2,1,1,-2,0	70
1,1,-2,1,1,-2,1	70
1,1,-2,1,1,-2,2	70
1,1,-2,1,1,-1,-2	109
1,1,-2,1,1,-1,-1	55
1,1,-2,1,1,-1,0	55
1,1,-2,1,1,-1,1	70
1,1,-2,1,1,-1,2	70
1,1,-2,1,1,0,-2	109
1,1,-2,1,1,0,-1	55
1,1,-2,1,1,0,0	55
1,1,-2,1,1,0,1	55
1,1,-2,1,1,0,2	55
1,1,-2,1,1,1,-2	109
1,1,-2,1,1,1,-1	55
1,1,-2,1,1,1,0	55
1,1,-2,1,1,1,1	28
1,1,-2,1,1,1,2	112
1,1,-2,1,1,2,-2	96
1,1,-2,1,1,2,-1	51
1,1,-2,1,1,2,0	51
1,1,-2,1,1,2,1	112
1,1,-2,1,1,2,2	112
1,1,-2,1,2,-2,-2	94
1,1,-2,1,2,-2,-1	55
1,1,-2,1,2,-2,0	55
1,1,-2,1,2,-2,1	70
1,1,-2,1,2,-2,2	70
1,1,-2,1,2,-1,-2	55
1,1,-2,1,2,-1,-1	55
1,1,-2,1,2,-1,0	55
1,1,-2,1,2,-1,1	55
1,1,-2,1,2,-1,2	55
1,1,-2,1,2,0,-2	55
1,1,-2,1,2,0,-1	55
1,1,-2,1,2,0,0	55
1,1,-2,1,2,0,1	55
1,1,-2,1,2,0,2	55
1,1,-2,1,2,1,-2	55
1,1,-2,1,2,1,-1	55
1,1,-2,1,2,1,0	55
1,1,-2,1,2,1,1	55
1,1,-2,1,2,1,2	55
1,1,-2,1,2,2,-2	96
1,1,-2,1,2,2,-1	55
1,1,-2,1,2,2,0	55
1,1,-2,1,2,2,1	55
1,1,-2,1,2,2,2	112
1,1,-2,2,-2,-2,-2	94
1,1,-2,2,-2,-2,-1	70
1,1,-2,2,-2,-2,0	70
1,1,-2,2,-2,-2,1	70
1,1,-2,2,-2,-2,2	70
1,1,-2,2,-2,-1,-2	120
1,1,-2,2,-2,-1,-1	120
1,1,-2,2,-2,-1,0	120
1,1,-2,2,-2,-1,1	98
1,1,-2,2,-2,-1,2	98
1,1,-2,2,-2,0,-2	35
1,1,-2,2,-2,0,-1	90
1,1,-2,2,-2,0,0	98
1,1,-2,2,-2,0,1	98
1,1,-2,2,-2,0,2	98
1,1,-2,2,-2,1,-2	35
1,1,-2,2,-2,1,-1	90
1,1,-2,2,-2,1,0	28
1,1,-2,2,-2,1,1	28
1,1,-2,2,-2,1,2	28
1,1,-2,2,-2,2,-2	35
1,1,-2,2,-2,2,-1	90
1,1,-2,2,-2,2,0	28
1,1,-2,2,-2,2,1	28
1,1,-2,2,-2,2,2	28
1,1,-2,2,-1,-2,-2	94
1,1,-2,2,-1,-2,-1	70
1,1,-2,2,-1,-2,0	70
1,1,-2,2,-1,-2,1	70
1,1,-2,2,-1,-2,2	70
1,1,-2,2,-1,-1,-2	94
1,1,-2,2,-1,-1,-1	103
1,1,-2,2,-1,-1,0	70
1,1,-2,2,-1,-1,1	70
1,1,-2,2,-1,-1,2	70
1,1,-2,2,-1,0,-2	28
1,1,-2,2,-1,0,-1	28
1,1,-2,2,-1,0,0	28
1,1,-2,2,-1,0,1	28
1,1,-2,2,-1,0,2	28
1,1,-2,2,-1,1,-2	28
1,1,-2,2,-1,1,-1	28
1,1,-2,2,-1,1,0	28
1,1,-2,2,-1,1,1	28
1,1,-2,2,-1,1,2	28
1,1,-2,2,-1,2,-2	7
1,1,-2,2,-1,2,-1	28
1,1,-2,2,-1,2,0	28
1,1,-2,2,-1,2,1	28
1,1,-2,2,-1,2,2	28
1,1,-2,2,0,-2,-2	94
1,1,-2,2,0,-2,-1	70
1,1,-2,2,0,-2,0	70
1,1,-2,2,0,-2,1	70
1,1,-2,2,0,-2,2	70
1,1,-2,2,0,-1,-2	94
1,1,-2,2,0,-1,-1	70
1,1,-2,2,0,-1,0	70
1,1,-2,2,0,-1,1	70
1,1,-2,2,0,-1,2	70
1,1,-2,2,0,0,-2	28
1,1,-2,2,0,0,-1	28
1,1,-2,2,0,0,0	28
1,1,-2,2,0,0,1	28
1,1,-2,2,0,0,2	28
1,1,-2,2,0,1,-2	28
1,1,-2,2,0,1,-1	28
1,1,-2,2,0,1,0	28
1,1,-2,2,0,1,1	28
1,1,-2,2,0,1,2	28
1,1,-2,2,0,2,-2	29
1,1,-2,2,0,2,-1	28
1,1,-2,2,0,2,0	28
1,1,-2,2,0,2,1	28
1,1,-2,2,0,2,2	28
1,1,-2,2,1,-2,-2	94
1,1,-2,2,1,-2,-1	75
1,1,-2,2,1,-2,0	70
1,1,-2,2,1,-2,1	70
1,1,-2,2,1,-2,2	107
1,1,-2,2,1,-1,-2	94
1,1,-2,2,1,-1,-1	75
1,1,-2,2,1,-1,0	55
1,1,-2,2,1,-1,1	70
1,1,-2,2,1,-1,2	107
1,1,-2,2,1,0,-2	109
1,1,-2,2,1,0,-1	55
1,1,-2,2,1,0,0	55
1,1,-2,2,1,0,1	28
1,1,-2,2,1,0,2	28
1,1,-2,2,1,1,-2	28
